Model,Accuracy,Precision,Recall,F1,ROC_AUC,Train Error,Test Error,C,kernel,degree,gamma
"SVC(C=10.0, degree=5, gamma=0.001, probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.994634473507713,Train error: 0.07268722466960353,Test error: 0.017699115044247815,10.0,rbf,5,0.001
"SVC(C=10.0, degree=5, gamma=0.01, probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9822266934942991,Train error: 0.03524229074889873,Test error: 0.03539823008849563,10.0,rbf,5,0.01
"SVC(C=10.0, degree=5, gamma=0.1, probability=True)",0.9026548672566371,0.8444444444444444,0.9047619047619048,0.8735632183908046,0.9299128101945004,Train error: 0.0022026431718061845,Test error: 0.09734513274336287,10.0,rbf,5,0.1
"SVC(C=10.0, degree=5, gamma=1.0, probability=True)",0.6283185840707964,0.5,0.023809523809523808,0.04545454545454545,0.9062709590878605,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,5,1.0
"SVC(C=10.0, degree=5, gamma=10.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.2515090543259558,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,5,10.0
"SVC(C=10.0, degree=5, gamma=100.0, probability=True)",0.6283185840707964,0.0,0.0,0.0,0.5,Train error: 0.0,Test error: 0.37168141592920356,10.0,rbf,5,100.0
"SVC(C=10.0, degree=1, gamma=0.001, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,1,0.001
"SVC(C=10.0, degree=1, gamma=0.01, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,1,0.01
"SVC(C=10.0, degree=1, gamma=0.1, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,1,0.1
"SVC(C=10.0, degree=1, gamma=1.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,1,1.0
"SVC(C=10.0, degree=1, gamma=10.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,1,10.0
"SVC(C=10.0, degree=1, gamma=100.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,1,100.0
"SVC(C=10.0, degree=2, gamma=0.001, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,2,0.001
"SVC(C=10.0, degree=2, gamma=0.01, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,2,0.01
"SVC(C=10.0, degree=2, gamma=0.1, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,2,0.1
"SVC(C=10.0, degree=2, gamma=1.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,2,1.0
"SVC(C=10.0, degree=2, gamma=10.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,2,10.0
"SVC(C=10.0, degree=2, gamma=100.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,2,100.0
"SVC(C=10.0, gamma=0.001, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,3,0.001
"SVC(C=10.0, gamma=0.01, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,3,0.01
"SVC(C=10.0, gamma=0.1, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,3,0.1
"SVC(C=10.0, gamma=1.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,3,1.0
"SVC(C=10.0, gamma=10.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,3,10.0
"SVC(C=10.0, gamma=100.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,3,100.0
"SVC(C=10.0, degree=4, gamma=0.001, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,4,0.001
"SVC(C=10.0, degree=4, gamma=0.01, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,4,0.01
"SVC(C=10.0, degree=4, gamma=0.1, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,4,0.1
"SVC(C=10.0, degree=4, gamma=1.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,4,1.0
"SVC(C=10.0, degree=4, gamma=10.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,4,10.0
"SVC(C=10.0, degree=4, gamma=100.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,4,100.0
"SVC(C=10.0, degree=5, gamma=0.001, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,5,0.001
"SVC(C=10.0, degree=5, gamma=0.01, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,5,0.01
"SVC(C=10.0, degree=5, gamma=0.1, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,5,0.1
"SVC(C=10.0, degree=5, gamma=1.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,5,1.0
"SVC(C=10.0, degree=5, gamma=10.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,5,10.0
"SVC(C=10.0, degree=5, gamma=100.0, kernel='linear', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,linear,5,100.0
"SVC(C=10.0, degree=1, gamma=0.001, kernel='poly', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.994299128101945,Train error: 0.07929515418502198,Test error: 0.017699115044247815,10.0,poly,1,0.001
"SVC(C=10.0, degree=1, gamma=0.01, kernel='poly', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9979879275653923,Train error: 0.048458149779735726,Test error: 0.017699115044247815,10.0,poly,1,0.01
"SVC(C=10.0, degree=1, gamma=0.1, kernel='poly', probability=True)",0.9734513274336283,1.0,0.9285714285714286,0.962962962962963,0.9973172367538565,Train error: 0.037444933920704804,Test error: 0.026548672566371723,10.0,poly,1,0.1
"SVC(C=10.0, degree=1, gamma=1.0, kernel='poly', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9963112005365526,Train error: 0.024229074889867808,Test error: 0.017699115044247815,10.0,poly,1,1.0
"SVC(C=10.0, degree=1, gamma=10.0, kernel='poly', probability=True)",0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9986586183769282,Train error: 0.01541850220264318,Test error: 0.017699115044247815,10.0,poly,1,10.0
"SVC(C=10.0, degree=1, gamma=100.0, kernel='poly', probability=True)",0.9823008849557522,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.999664654594232,Train error: 0.011013215859030812,Test error: 0.017699115044247815,10.0,poly,1,100.0
"SVC(C=10.0, degree=2, gamma=0.001, kernel='poly', probability=True)",0.9646017699115044,1.0,0.9047619047619048,0.9500000000000001,0.9688128772635815,Train error: 0.05726872246696035,Test error: 0.03539823008849563,10.0,poly,2,0.001
"SVC(C=10.0, degree=2, gamma=0.01, kernel='poly', probability=True)",0.9646017699115044,1.0,0.9047619047619048,0.9500000000000001,0.9634473507712944,Train error: 0.03083700440528636,Test error: 0.03539823008849563,10.0,poly,2,0.01
"SVC(C=10.0, degree=2, gamma=0.1, kernel='poly', probability=True)",0.9911504424778761,0.9767441860465116,1.0,0.988235294117647,1.0,Train error: 0.008810572687224627,Test error: 0.008849557522123908,10.0,poly,2,0.1
"SVC(C=10.0, degree=2, gamma=1.0, kernel='poly', probability=True)",0.9734513274336283,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9755197853789404,Train error: 0.0,Test error: 0.026548672566371723,10.0,poly,2,1.0
"SVC(C=10.0, degree=2, gamma=10.0, kernel='poly', probability=True)",0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9751844399731725,Train error: 0.0022026431718061845,Test error: 0.03539823008849563,10.0,poly,2,10.0
